* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* 
* Line Format
* Line Number, Biome Category, Mod:Biome, EntityType, Mod:Entity, Spawnweight, Min Group Size, Max Group Size.
13140, taiga, byg:the_black_forest, MONSTER, minecraft:spider, 80, 4, 4
13141, taiga, byg:the_black_forest, MONSTER, minecraft:zombie, 80, 4, 4
13142, taiga, byg:the_black_forest, MONSTER, minecraft:skeleton, 80, 4, 4
13143, taiga, byg:the_black_forest, MONSTER, minecraft:zombie_villager, 25, 1, 1
13144, taiga, byg:the_black_forest, MONSTER, minecraft:creeper, 80, 4, 4
13145, taiga, byg:the_black_forest, MONSTER, minecraft:slime, 80, 4, 4
13146, taiga, byg:the_black_forest, MONSTER, minecraft:enderman, 5, 1, 4
13147, taiga, byg:the_black_forest, MONSTER, minecraft:witch, 5, 1, 1
13148, taiga, byg:the_black_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
13149, taiga, byg:the_black_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13150, taiga, byg:the_black_forest, MONSTER, iceandfire:troll, 40, 1, 3
13151, taiga, byg:the_black_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13152, taiga, byg:the_black_forest, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
13153, taiga, byg:the_black_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
13154, taiga, byg:the_black_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
13155, taiga, byg:the_black_forest, MONSTER, tconstruct:earth_slime, 80, 2, 4
13156, taiga, byg:the_black_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
13157, taiga, byg:the_black_forest, MONSTER, quark:stoneling, 80, 1, 1
13158, taiga, byg:the_black_forest, MONSTER, quark:toretoise, 80, 1, 1
13159, taiga, byg:the_black_forest, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
13160, taiga, byg:the_black_forest, CREATURE, minecraft:sheep, 12, 4, 4
13161, taiga, byg:the_black_forest, CREATURE, minecraft:pig, 10, 4, 4
13162, taiga, byg:the_black_forest, CREATURE, minecraft:chicken, 10, 4, 4
13163, taiga, byg:the_black_forest, CREATURE, minecraft:cow, 10, 4, 4
13164, taiga, byg:the_black_forest, CREATURE, minecraft:wolf, 10, 4, 4
13165, taiga, byg:the_black_forest, CREATURE, minecraft:rabbit, 10, 2, 3
13166, taiga, byg:the_black_forest, CREATURE, minecraft:fox, 10, 2, 4
13167, taiga, byg:the_black_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13168, taiga, byg:the_black_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
13169, taiga, byg:the_black_forest, CREATURE, alexsmobs:crow, 10, 3, 5
13170, taiga, byg:the_black_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13171, taiga, byg:the_black_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
13172, taiga, byg:the_black_forest, CREATURE, alexsmobs:crow, 10, 3, 5
13173, taiga, byg:the_black_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
13174, taiga, byg:the_black_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
13175, taiga, byg:the_black_forest, CREATURE, betteranimalsplus:goat, 10, 1, 4
13176, taiga, byg:the_black_forest, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
13177, taiga, byg:the_black_forest, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
13178, taiga, byg:the_black_forest, CREATURE, betteranimalsplus:songbird, 11, 1, 4
13179, taiga, byg:the_black_forest, CREATURE, betteranimalsplus:badger, 10, 1, 2
13180, taiga, byg:the_black_forest, CREATURE, betteranimalsplus:turkey, 11, 1, 3
13181, taiga, byg:the_black_forest, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
13182, taiga, byg:the_black_forest, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
13183, taiga, byg:the_black_forest, CREATURE, betteranimalsplus:deer, 16, 1, 4
13184, taiga, byg:the_black_forest, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
13185, taiga, byg:the_black_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
13186, taiga, byg:the_black_forest, AMBIENT, minecraft:bat, 10, 8, 8
13187, taiga, byg:the_black_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
13188, taiga, byg:the_black_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13189, taiga, byg:the_black_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
13190, taiga, byg:the_black_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13191, taiga, byg:the_black_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
13192, taiga, byg:the_black_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
13193, taiga, byg:the_black_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
13194, taiga, byg:the_black_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
13195, taiga, byg:the_black_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
13196, taiga, byg:the_black_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
13197, taiga, byg:the_black_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
13198, taiga, byg:the_black_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
13199, taiga, byg:the_black_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
13200, taiga, byg:the_black_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
13201, taiga, byg:the_black_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
13202, jungle, byg:tropical_fungal_forest, MONSTER, minecraft:spider, 80, 4, 4
13203, jungle, byg:tropical_fungal_forest, MONSTER, minecraft:zombie, 80, 4, 4
13204, jungle, byg:tropical_fungal_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
13205, jungle, byg:tropical_fungal_forest, MONSTER, minecraft:skeleton, 80, 4, 4
13206, jungle, byg:tropical_fungal_forest, MONSTER, minecraft:creeper, 80, 4, 4
13207, jungle, byg:tropical_fungal_forest, MONSTER, minecraft:slime, 80, 4, 4
13208, jungle, byg:tropical_fungal_forest, MONSTER, minecraft:enderman, 5, 1, 4
13209, jungle, byg:tropical_fungal_forest, MONSTER, minecraft:witch, 5, 1, 1
13210, jungle, byg:tropical_fungal_forest, MONSTER, minecraft:ocelot, 10, 1, 1
13211, jungle, byg:tropical_fungal_forest, MONSTER, mowziesmobs:foliaath, 70, 1, 4
13212, jungle, byg:tropical_fungal_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
13213, jungle, byg:tropical_fungal_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13214, jungle, byg:tropical_fungal_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13215, jungle, byg:tropical_fungal_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
13216, jungle, byg:tropical_fungal_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
13217, jungle, byg:tropical_fungal_forest, MONSTER, tconstruct:earth_slime, 80, 2, 4
13218, jungle, byg:tropical_fungal_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
13219, jungle, byg:tropical_fungal_forest, MONSTER, quark:stoneling, 80, 1, 1
13220, jungle, byg:tropical_fungal_forest, MONSTER, quark:toretoise, 80, 1, 1
13221, jungle, byg:tropical_fungal_forest, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
13222, jungle, byg:tropical_fungal_forest, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
13223, jungle, byg:tropical_fungal_forest, CREATURE, minecraft:sheep, 12, 4, 4
13224, jungle, byg:tropical_fungal_forest, CREATURE, minecraft:pig, 10, 4, 4
13225, jungle, byg:tropical_fungal_forest, CREATURE, minecraft:chicken, 10, 4, 4
13226, jungle, byg:tropical_fungal_forest, CREATURE, minecraft:cow, 10, 4, 4
13227, jungle, byg:tropical_fungal_forest, CREATURE, minecraft:parrot, 40, 1, 2
13228, jungle, byg:tropical_fungal_forest, CREATURE, minecraft:chicken, 10, 4, 4
13229, jungle, byg:tropical_fungal_forest, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
13230, jungle, byg:tropical_fungal_forest, CREATURE, alexsmobs:hummingbird, 39, 7, 7
13231, jungle, byg:tropical_fungal_forest, CREATURE, alexsmobs:gorilla, 50, 7, 7
13232, jungle, byg:tropical_fungal_forest, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 16
13233, jungle, byg:tropical_fungal_forest, CREATURE, iceandfire:amphithere, 50, 1, 3
13234, jungle, byg:tropical_fungal_forest, CREATURE, alexsmobs:hummingbird, 39, 7, 7
13235, jungle, byg:tropical_fungal_forest, CREATURE, alexsmobs:gorilla, 50, 7, 7
13236, jungle, byg:tropical_fungal_forest, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 16
13237, jungle, byg:tropical_fungal_forest, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
13238, jungle, byg:tropical_fungal_forest, CREATURE, ars_nouveau:sylph, 10, 1, 1
13239, jungle, byg:tropical_fungal_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
13240, jungle, byg:tropical_fungal_forest, CREATURE, betteranimalsplus:deer, 16, 1, 4
13241, jungle, byg:tropical_fungal_forest, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
13242, jungle, byg:tropical_fungal_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
13243, jungle, byg:tropical_fungal_forest, AMBIENT, minecraft:bat, 10, 8, 8
13244, jungle, byg:tropical_fungal_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
13245, jungle, byg:tropical_fungal_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13246, jungle, byg:tropical_fungal_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
13247, jungle, byg:tropical_fungal_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13248, jungle, byg:tropical_fungal_forest, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
13249, jungle, byg:tropical_fungal_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
13250, jungle, byg:tropical_fungal_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
13251, jungle, byg:tropical_fungal_forest, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
13252, jungle, byg:tropical_fungal_forest, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
13253, jungle, byg:tropical_fungal_forest, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
13254, jungle, byg:tropical_fungal_forest, WATER_AMBIENT, betteranimalsplus:piranha, 10, 1, 5
13255, jungle, byg:tropical_rainforest, MONSTER, minecraft:spider, 80, 4, 4
13256, jungle, byg:tropical_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
13257, jungle, byg:tropical_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
13258, jungle, byg:tropical_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
13259, jungle, byg:tropical_rainforest, MONSTER, minecraft:creeper, 80, 4, 4
13260, jungle, byg:tropical_rainforest, MONSTER, minecraft:slime, 80, 4, 4
13261, jungle, byg:tropical_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
13262, jungle, byg:tropical_rainforest, MONSTER, minecraft:witch, 5, 1, 1
13263, jungle, byg:tropical_rainforest, MONSTER, minecraft:ocelot, 10, 1, 1
13264, jungle, byg:tropical_rainforest, MONSTER, mowziesmobs:foliaath, 70, 1, 4
13265, jungle, byg:tropical_rainforest, MONSTER, mowziesmobs:grottol, 10, 1, 1
13266, jungle, byg:tropical_rainforest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13267, jungle, byg:tropical_rainforest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13268, jungle, byg:tropical_rainforest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
13269, jungle, byg:tropical_rainforest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
13270, jungle, byg:tropical_rainforest, MONSTER, tconstruct:earth_slime, 80, 2, 4
13271, jungle, byg:tropical_rainforest, MONSTER, tconstruct:sky_slime, 80, 2, 4
13272, jungle, byg:tropical_rainforest, MONSTER, quark:stoneling, 80, 1, 1
13273, jungle, byg:tropical_rainforest, MONSTER, quark:toretoise, 80, 1, 1
13274, jungle, byg:tropical_rainforest, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
13275, jungle, byg:tropical_rainforest, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
13276, jungle, byg:tropical_rainforest, CREATURE, minecraft:sheep, 12, 4, 4
13277, jungle, byg:tropical_rainforest, CREATURE, minecraft:pig, 10, 4, 4
13278, jungle, byg:tropical_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
13279, jungle, byg:tropical_rainforest, CREATURE, minecraft:cow, 10, 4, 4
13280, jungle, byg:tropical_rainforest, CREATURE, minecraft:parrot, 40, 1, 2
13281, jungle, byg:tropical_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
13282, jungle, byg:tropical_rainforest, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
13283, jungle, byg:tropical_rainforest, CREATURE, alexsmobs:hummingbird, 39, 7, 7
13284, jungle, byg:tropical_rainforest, CREATURE, alexsmobs:gorilla, 50, 7, 7
13285, jungle, byg:tropical_rainforest, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 16
13286, jungle, byg:tropical_rainforest, CREATURE, iceandfire:amphithere, 50, 1, 3
13287, jungle, byg:tropical_rainforest, CREATURE, alexsmobs:hummingbird, 39, 7, 7
13288, jungle, byg:tropical_rainforest, CREATURE, alexsmobs:gorilla, 50, 7, 7
13289, jungle, byg:tropical_rainforest, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 16
13290, jungle, byg:tropical_rainforest, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
13291, jungle, byg:tropical_rainforest, CREATURE, ars_nouveau:sylph, 10, 1, 1
13292, jungle, byg:tropical_rainforest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
13293, jungle, byg:tropical_rainforest, CREATURE, betteranimalsplus:boar, 10, 1, 4
13294, jungle, byg:tropical_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
13295, jungle, byg:tropical_rainforest, AMBIENT, alexsmobs:fly, 10, 2, 3
13296, jungle, byg:tropical_rainforest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13297, jungle, byg:tropical_rainforest, AMBIENT, alexsmobs:fly, 10, 2, 3
13298, jungle, byg:tropical_rainforest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13299, jungle, byg:tropical_rainforest, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
13300, jungle, byg:tropical_rainforest, WATER_CREATURE, minecraft:squid, 80, 4, 4
13301, jungle, byg:tropical_rainforest, WATER_CREATURE, minecraft:squid, 80, 4, 4
13302, jungle, byg:tropical_rainforest, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
13303, jungle, byg:tropical_rainforest, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
13304, jungle, byg:tropical_rainforest, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
13305, jungle, byg:tropical_rainforest, WATER_AMBIENT, betteranimalsplus:piranha, 10, 1, 5
13306, swamp, byg:vibrant_swamplands, MONSTER, minecraft:spider, 80, 4, 4
13307, swamp, byg:vibrant_swamplands, MONSTER, minecraft:zombie, 80, 4, 4
13308, swamp, byg:vibrant_swamplands, MONSTER, minecraft:zombie_villager, 10, 1, 1
13309, swamp, byg:vibrant_swamplands, MONSTER, minecraft:skeleton, 80, 4, 4
13310, swamp, byg:vibrant_swamplands, MONSTER, minecraft:creeper, 80, 4, 4
13311, swamp, byg:vibrant_swamplands, MONSTER, minecraft:slime, 80, 4, 4
13312, swamp, byg:vibrant_swamplands, MONSTER, minecraft:enderman, 5, 1, 4
13313, swamp, byg:vibrant_swamplands, MONSTER, minecraft:witch, 5, 1, 1
13314, swamp, byg:vibrant_swamplands, MONSTER, minecraft:slime, 10, 1, 1
13315, swamp, byg:vibrant_swamplands, MONSTER, chaosawakens:wasp, 10, 1, 3
13316, swamp, byg:vibrant_swamplands, MONSTER, mowziesmobs:grottol, 10, 1, 1
13317, swamp, byg:vibrant_swamplands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13318, swamp, byg:vibrant_swamplands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13319, swamp, byg:vibrant_swamplands, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
13320, swamp, byg:vibrant_swamplands, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
13321, swamp, byg:vibrant_swamplands, MONSTER, tconstruct:earth_slime, 80, 2, 4
13322, swamp, byg:vibrant_swamplands, MONSTER, tconstruct:sky_slime, 80, 2, 4
13323, swamp, byg:vibrant_swamplands, MONSTER, quark:stoneling, 80, 1, 1
13324, swamp, byg:vibrant_swamplands, MONSTER, quark:toretoise, 80, 1, 1
13325, swamp, byg:vibrant_swamplands, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
13326, swamp, byg:vibrant_swamplands, CREATURE, minecraft:sheep, 12, 4, 4
13327, swamp, byg:vibrant_swamplands, CREATURE, minecraft:pig, 10, 4, 4
13328, swamp, byg:vibrant_swamplands, CREATURE, minecraft:chicken, 10, 4, 4
13329, swamp, byg:vibrant_swamplands, CREATURE, minecraft:cow, 10, 4, 4
13330, swamp, byg:vibrant_swamplands, CREATURE, aquaculture:box_turtle, 10, 1, 2
13331, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:ruby_bug, 20, 3, 6
13332, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:emerald_gator, 15, 1, 2
13333, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:stink_bug, 30, 2, 5
13334, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:bird, 10, 2, 3
13335, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:ruby_bug, 10, 2, 5
13336, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:emerald_gator, 10, 2, 5
13337, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:tree_frog, 25, 2, 6
13338, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:stink_bug, 10, 1, 4
13339, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:apple_cow, 10, 4, 4
13340, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:golden_apple_cow, 10, 3, 3
13341, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:enchanted_golden_apple_cow, 10, 1, 1
13342, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:carrot_pig, 10, 3, 3
13343, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:golden_carrot_pig, 10, 2, 2
13344, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:enchanted_golden_carrot_pig, 10, 1, 1
13345, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:bird, 10, 1, 4
13346, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:gazelle, 10, 1, 3
13347, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:beaver, 14, 1, 4
13348, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:stink_bug, 20, 3, 5
13349, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:bird, 10, 2, 4
13350, swamp, byg:vibrant_swamplands, CREATURE, chaosawakens:lettuce_chicken, 16, 4, 6
13351, swamp, byg:vibrant_swamplands, CREATURE, alexsmobs:crocodile, 40, 1, 2
13352, swamp, byg:vibrant_swamplands, CREATURE, alexsmobs:shoebill, 10, 1, 2
13353, swamp, byg:vibrant_swamplands, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
13354, swamp, byg:vibrant_swamplands, CREATURE, alexsmobs:crocodile, 40, 1, 2
13355, swamp, byg:vibrant_swamplands, CREATURE, alexsmobs:shoebill, 10, 1, 2
13356, swamp, byg:vibrant_swamplands, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
13357, swamp, byg:vibrant_swamplands, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
13358, swamp, byg:vibrant_swamplands, CREATURE, ars_nouveau:sylph, 10, 1, 1
13359, swamp, byg:vibrant_swamplands, CREATURE, ars_nouveau:drygmy, 10, 1, 1
13360, swamp, byg:vibrant_swamplands, CREATURE, quark:frog, 40, 1, 3
13361, swamp, byg:vibrant_swamplands, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
13362, swamp, byg:vibrant_swamplands, CREATURE, betteranimalsplus:crab, 10, 1, 3
13363, swamp, byg:vibrant_swamplands, CREATURE, betteranimalsplus:moose, 10, 1, 1
13364, swamp, byg:vibrant_swamplands, AMBIENT, minecraft:bat, 10, 8, 8
13365, swamp, byg:vibrant_swamplands, AMBIENT, supplementaries:firefly, 10, 5, 9
13366, swamp, byg:vibrant_swamplands, AMBIENT, alexsmobs:fly, 10, 2, 3
13367, swamp, byg:vibrant_swamplands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13368, swamp, byg:vibrant_swamplands, AMBIENT, alexsmobs:fly, 10, 2, 3
13369, swamp, byg:vibrant_swamplands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13370, swamp, byg:vibrant_swamplands, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
13371, swamp, byg:vibrant_swamplands, WATER_CREATURE, minecraft:squid, 80, 4, 4
13372, swamp, byg:vibrant_swamplands, WATER_CREATURE, minecraft:squid, 80, 4, 4
13373, swamp, byg:vibrant_swamplands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
13374, swamp, byg:vibrant_swamplands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
13375, swamp, byg:vibrant_swamplands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
13376, swamp, byg:vibrant_swamplands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
13377, swamp, byg:vibrant_swamplands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
13378, swamp, byg:vibrant_swamplands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
13379, swamp, byg:vibrant_swamplands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
13380, swamp, byg:vibrant_swamplands, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
13381, swamp, byg:vibrant_swamplands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
13382, swamp, byg:vibrant_swamplands, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
13383, swamp, byg:vibrant_swamplands, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
13384, plains, byg:sierra_valley, MONSTER, minecraft:spider, 80, 4, 4
13385, plains, byg:sierra_valley, MONSTER, minecraft:husk, 80, 4, 4
13386, plains, byg:sierra_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
13387, plains, byg:sierra_valley, MONSTER, minecraft:skeleton, 80, 4, 4
13388, plains, byg:sierra_valley, MONSTER, minecraft:creeper, 80, 4, 4
13389, plains, byg:sierra_valley, MONSTER, minecraft:slime, 80, 4, 4
13390, plains, byg:sierra_valley, MONSTER, minecraft:enderman, 5, 1, 4
13391, plains, byg:sierra_valley, MONSTER, minecraft:witch, 5, 1, 1
13392, plains, byg:sierra_valley, MONSTER, chaosawakens:wasp, 10, 1, 3
13393, plains, byg:sierra_valley, MONSTER, mowziesmobs:grottol, 10, 1, 1
13394, plains, byg:sierra_valley, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13395, plains, byg:sierra_valley, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13396, plains, byg:sierra_valley, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
13397, plains, byg:sierra_valley, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
13398, plains, byg:sierra_valley, MONSTER, tconstruct:earth_slime, 80, 2, 4
13399, plains, byg:sierra_valley, MONSTER, tconstruct:sky_slime, 80, 2, 4
13400, plains, byg:sierra_valley, MONSTER, quark:stoneling, 80, 1, 1
13401, plains, byg:sierra_valley, MONSTER, quark:toretoise, 80, 1, 1
13402, plains, byg:sierra_valley, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
13403, plains, byg:sierra_valley, CREATURE, minecraft:rabbit, 10, 2, 3
13404, plains, byg:sierra_valley, CREATURE, chaosawakens:apple_cow, 10, 4, 4
13405, plains, byg:sierra_valley, CREATURE, chaosawakens:golden_apple_cow, 10, 3, 3
13406, plains, byg:sierra_valley, CREATURE, chaosawakens:enchanted_golden_apple_cow, 10, 1, 1
13407, plains, byg:sierra_valley, CREATURE, chaosawakens:carrot_pig, 10, 3, 3
13408, plains, byg:sierra_valley, CREATURE, chaosawakens:golden_carrot_pig, 10, 2, 2
13409, plains, byg:sierra_valley, CREATURE, chaosawakens:enchanted_golden_carrot_pig, 10, 1, 1
13410, plains, byg:sierra_valley, CREATURE, chaosawakens:bird, 10, 1, 4
13411, plains, byg:sierra_valley, CREATURE, chaosawakens:gazelle, 10, 1, 3
13412, plains, byg:sierra_valley, CREATURE, chaosawakens:beaver, 14, 1, 4
13413, plains, byg:sierra_valley, CREATURE, chaosawakens:stink_bug, 20, 3, 5
13414, plains, byg:sierra_valley, CREATURE, chaosawakens:bird, 10, 2, 4
13415, plains, byg:sierra_valley, CREATURE, chaosawakens:lettuce_chicken, 16, 4, 6
13416, plains, byg:sierra_valley, CREATURE, alexsmobs:raccoon, 10, 2, 4
13417, plains, byg:sierra_valley, CREATURE, alexsmobs:crow, 10, 3, 5
13418, plains, byg:sierra_valley, CREATURE, alexsmobs:raccoon, 10, 2, 4
13419, plains, byg:sierra_valley, CREATURE, alexsmobs:crow, 10, 3, 5
13420, plains, byg:sierra_valley, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
13421, plains, byg:sierra_valley, CREATURE, ars_nouveau:sylph, 10, 1, 1
13422, plains, byg:sierra_valley, CREATURE, ars_nouveau:drygmy, 10, 1, 1
13423, plains, byg:sierra_valley, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
13424, plains, byg:sierra_valley, CREATURE, betteranimalsplus:goat, 10, 1, 4
13425, plains, byg:sierra_valley, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
13426, plains, byg:sierra_valley, CREATURE, betteranimalsplus:songbird, 11, 1, 4
13427, plains, byg:sierra_valley, CREATURE, betteranimalsplus:badger, 10, 1, 2
13428, plains, byg:sierra_valley, CREATURE, betteranimalsplus:coyote, 10, 1, 6
13429, plains, byg:sierra_valley, CREATURE, betteranimalsplus:boar, 10, 1, 4
13430, plains, byg:sierra_valley, AMBIENT, minecraft:bat, 10, 8, 8
13431, plains, byg:sierra_valley, AMBIENT, alexsmobs:fly, 10, 2, 3
13432, plains, byg:sierra_valley, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13433, plains, byg:sierra_valley, AMBIENT, alexsmobs:fly, 10, 2, 3
13434, plains, byg:sierra_valley, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13435, plains, byg:sierra_valley, WATER_CREATURE, minecraft:squid, 80, 4, 4
13436, plains, byg:sierra_valley, WATER_CREATURE, minecraft:squid, 80, 4, 4
13437, plains, byg:sierra_valley, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
13438, plains, byg:sierra_valley, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
13439, plains, byg:sierra_valley, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
13440, plains, byg:sierra_valley, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
